User ID,Top k Items
21683,"[16253 16503  4201 12754  2378 10438 15997 11703  1522 16529    74 10788
  9571  8030  5777 10685 12269   693  5094  4641]"
21684,"[ 2432 16610  4177  5643  2119 14656 14794  4285  1521 17740  2275 16438
  3291  9375  5116  7932  2720  9335 16237 11251]"
21685,"[11315  3489   478 14787 16539   167  4561  3228 11193 17609 14776 16879
   772 15492 10135  2004  1237  4437  3375 10334]"
21686,"[17238 17734 16179 12011  7543  8397 13168 12336  8591   843  1561 11648
 13729  5942 10066 13497 11329  7934 11018 11119]"
21687,"[ 5447  5184  1754 17752  6803 17572 11039 14517  4540  5234  3356  6128
  1752  8577  4328  2570   298  2432 17502  3665]"
21688,"[ 2222  3530  5665  5816 11049  6556  6279  4907  4094  3144  2322 13470
  6724  9306  7343 10428 12586 11140  6897 17565]"
21689,"[ 9125   391  7934  4108 14294 14656  4177  6557 15665  4440 15663  6382
 14708  6124  2432  7185  3250  5156 16426  5047]"
21690,"[ 5725  2340  1835 12983  9175 11168 11049  2360 10438  8446  2501  9131
  6556  2238 11140  1833  5187  6279 12754  6344]"
21691,"[14907  9790  1010   440  2481  9118  5725  4603  8717  5341  6586  7784
 15413  2038  8563   432  4383  2501 10386  3983]"
21692,"[12006  7808  3296 16253  5058  1522  1848  2340  5725 12283  4062  7103
  8986  3044 10567  1457 15709   277  6969 16707]"
21693,"[ 4789 12089 11823 14281  4673  8658 17621 16318 16107 16503 14169 16101
  8201 16253  5781  9357  2378  5094 16079  3590]"
21694,"[ 9092  5643  8016 12816 10326  1521 12364 15622 16237 17645 12752  3291
  4037  3548 15342  2807  4442 11601 11494 12324]"
21695,"[ 1210   804 16253 14449 17701 15861 11143  3909  4172 16506 12089   855
  9447 12498 16879  9435  6969 14828 14169  5187]"
21696,"[12269  9175  5187  2840  6084 10663  8505  2144 16656  6842  3704 13475
 12511 10438 14450 12576 17365  5907  3041  2682]"
21697,"[ 4177  3240  5461  6084  7145   391  7477  8878  9421  5643  9440   828
 16426 14828 17371 14294  3548  4440  2178  5825]"
21698,"[ 6162  5212  2275 14294  9211  1042 16513  5392 10403  9440 12321  7411
  8130  8238  4078 17772  3762  2432 15828  5825]"
21699,"[ 7991  2887  9664  5187  8432 13238  7145  3859 17277  4925  2682  5825
  2228 12321 14017  8895 17701  1802  7951  5039]"
21700,"[10298 16656   858  5946 15752 13672 17786  8738  8226  6353 12383  9635
  8490  2579 12983  9165 12291 17265 16774 10690]"
21701,"[ 9834  5058 11206  9664 17565 17701  1829 12269 16019 10302  5855  7808
 10842 12586 16513  3762 14648 11823  8541 11868]"
21702,"[ 8491  4218  8078 10763  3623 12780  5033  2409 14449 15883 14794  2805
 16738  5774  9646  5052 17789 15982 14789  7934]"
21703,"[12269  3965   171 11010 10326  3411 16818 12498   828  5781 12069 11315
 12089  3240  3704  3001 11704 13365  7020  2228]"
21704,"[14780  6227  2378 13260  4789  4561  8637   171  3590  5094  2937 17621
  7975  4856  2340  4673   804  9659   167    74]"
21705,"[ 8531 11859 17715  2713  5303  7250 11977  6604  8502  9301  5699 16002
 14795  9223  8650 10222 12604  9266   746  4822]"
21706,"[14281  4992  4201  3250 11143  3120  4641 10788 11868 10685  4177  9958
 14656  5003  3411 14294  2299  9357  8030  4481]"
21707,"[10633  8878  8162  9211 14780 17621   515 17420  7200  9607 14776  3766
  3859 11315 15396 14456  6016   167  7607 10114]"
21708,"[ 4561  3411 13127 14828  5328 10685 11143  4673  9799 13144 15172 11782
 14012  5681  4778 11151   693   391 14281 11293]"
21709,"[ 5003  5234  7244 11381  9488   843  1002 12206 11329  2674 14834   919
 16179 12011 10084   457  4817 13168 14219  8846]"
21710,"[ 6604 17734 10080  8435 11267  3707  6851 11296  2367  8957  7543 14839
  5260 12336  2688 11042  4709 10425 15806  3792]"
21711,"[13539  4171 11217 11049  5855 13643 17402  7017 12517  2519  8869 15254
  8016  1600  9696  2710  2083  3875  9992  5692]"
21712,"[ 3192  6851 17734 15319  5561 11932 15119  3207 17238  8957 16633  2123
  6028 17598  5260  7812   443 14496  9114 16963]"
21713,"[ 7200 10334 14776  3984 17420  7582    49  4437  5204  3228  2678  3287
   184  7607 13270  4907 16664  3489  3766 12374]"
21714,"[ 7998  9607   167 13274  4673  7573  3489  4789 15343 14776 10334 17420
 16503 10114  2299  2662  3766  7607  4856  7353]"
21715,"[ 7200  4437  3984  7582  3766  5204    82    49 14776 13872  7607   184
 17420  3228 10334  4907  9306 13151  3287 17142]"
21716,"[ 4184  1204  4385 10633  1802 13394 10212  8648   828 11315  3240  6084
 17701  3474 12269  8878  2173  9435   804 13522]"
21717,"[  675  2807  1883  4232  2581  8130 13787  5855  2275 12565  7341 17218
 11173  9709 14574   636 11229  5251  2504 10107]"
21718,"[ 4385  6969 14929  1562 12517 10212  9662  1877 11864 14231  4301 15453
  9596  9784 10827 11173 10428 11998 15619  8020]"
21719,"[ 8717 13274  1232 15413  2481  8563  9118  7998  7915  2393   146  3590
 14066   818  1010 13085 15058  9790  3944  4861]"
21720,"[13304 15393  4678 15274  6557  8130  3671  8086  7932 13787  4232   136
 11648 12295  5093 12226   625 14983 10218 15735]"
21721,"[ 4673  4561  4856  9125 17017  4108 14281  2299  2591 15376 13144  5677
  7353 13309 15535  4519  7998  6206  4557  1796]"
21722,"[ 7399  5596 14372 15030  9513  4256  9235  5907   612 11010  8601  2897
 11697  4131 10155 13061  9559 13566  9912  4907]"
21723,"[   98  4171  7548 17607 17402 15924 17772 15619  8446  8016 14545  1672
 13125  5643 15622  3827  5665  2119 17147  6353]"
21724,"[  495 17642  3228 16385 10287 12347 14585  7716  7029 13261  4094  7582
 16921 13692  4907 11193  4477  7343    82   865]"
21725,"[ 3041 16036 16610  2275 10403 12983  8846  5093  7808 13956 17772  2119
  1042  3291 17061  9709  2290  3715   427 13321]"
21726,"[14017  6279  7084 16385  3144 13238  4437  6077 16921  5265 11767 12189
  9985  3240 13172  3228  2119  9691  8648  9799]"
21727,"[10788  1210   804  8093 14656 16539  8895 16879  4561  7934  6431 10685
  4177  5094 13127 13260  9616 14828 11143 11703]"
21728,"[ 1329  5003 16426   693  5156  6162 12321 11823  4440 17135  9335 17362
  4108 12089 15663   494  7411  3250  2378 14294]"
21729,"[15535  4856  4673  4789  2299   171  4561  9799 10114 17621 17609  8279
  9607 13144  7353  1796 15376 14456 12883  4519]"
21730,"[ 5093 16610  3932  1522  7367  6586  3099 12997  5003  2382  6969  5234
 13336 17392  5377  5725  3460  8577  1902  4232]"
21731,"[17376 11245 15396 10114 16879  4561  9421 17613  7020  3369 16426 14169
  4789 12945 15535  9799  9435 14281  2434  2445]"
21732,"[10089  8541 10403 13165 16483 16480  3666 14015  5251   693  8658 13257
  8343 16253 17740 12394 11823  3795  9958  5156]"
21733,"[ 6637  5151 13616 14789 11217 15982   733  5407 10502 13089 15082  9696
  4652 13539   443 12997 11648 11793  5643 14663]"
21734,"[16793 11823  7998 14281 15343  4856  7353  4561  4673 15376  4108 15703
 15535 12839  2445  9357  5003  7934 13144  1334]"
21735,"[ 7200  4907 16385  4437    82 10334  7607 16427  3228  4094 17420  3489
 13270  5204    49  3984 13872  2678  1267  4676]"
21736,"[10428 16973  2581 14231 11601  9662 15924 13579  7563 17607  9716   188
 11173  1292  4171  5034 12513 17147 11093  1672]"
21737,"[ 5039 11277 12425 16879 16109 16857  8432  3548  6971  4789 13522 17371
 16615  9435  3099 14656  3762  5494 11160 17094]"
21738,"[ 5204  7200 17420 10334 13872 14776  4437  3766 14456    49   184  2678
 17142    82  7582  3228  7607 16930   865 16427]"
21739,"[ 2907  7954 16498 12955 14757 12804     1 12636   253 14277  8430  2297
  6283  3195 16138 13241 10175  3892  9608  3089]"
21740,"[ 1210  5643 12498  9592  8648  8738  7548 12731  5825  3240  5845  6672
  9985 13172  2119  6084  4184  1455  7145 16429]"
21741,"[10438  5187 12983  3041  2759  9175  1210   858  5946  3128 12006  3510
  3704 12364  6303  8738  8140 13475  3965  6084]"
21742,"[10403 11823  3944  6586  4078 15727  8541  9664  7683  2190  8400 12997
  2238 16120 16253  8343  8658  3590  1597  2290]"
21743,"[ 7932  9327  6153  4840  1521  9694 10699 13304  5623  7548 17402 17740
 11601 17199  6781 16510  8086  4678 13876  2598]"
21744,"[ 5392    60  5093 11648 16610  2119  4285  8846  5054  7932  2378   469
  5234 15853  9082  9335 14008  1826  5013 12144]"
21745,"[ 5003  1522  5252 11823  4789  2180  7998 16179  3470   843  9791  8870
  6079  1043 15792 16793 15516 16503 16253 16665]"
21746,"[ 2382   186 13748  3943  4285 12772   136  5392  3869 17370  7081  6213
  8446 11601  4037  2807  8140  1808  2575 17009]"
21747,"[11203  7043  7286 12763 12523 12339  3188 11648 15982 11583  8807  5415
 11495  2932  1924 13697  9731   443 10572 14307]"
21748,"[14294 10326 11782 11631 16438  3548  5825 11868  4177  6162  7411 15850
 16426  4641  3240  5156 12998  6952  4778 11507]"
21749,"[ 7200  4907  7716    82 14776 13270  3984  4437 10334  7582 16427  5204
 13872  3228  3766  7199  4094 16664 16385 17420]"
21750,"[ 2575  4711  9562  8062  3432  8020  6023 14450  2579 10726  3532  4012
 12086  7949 15577 17308  3025 16774  2910  8681]"
21751,"[14231  1292 10428  3272  3592  5701  5340  3943   451 14017 17402 12489
  6969  6279  2501 11140  5643 14610 12586  5958]"
21752,"[ 6556   828  1495 10633  2190  8249  2144 14017  6084 11010 12481 12883
  5924  8257 11914 13365  8505  3704  4925 11315]"
21753,"[11046  7934 17501   678 11688  3145  2024 13619  9646  9181 10561 16540
  1104  8856 15725  7945 14511 16928  7368  1015]"
21754,"[ 3984  5204  7200  4437  3766 17420 17142 13872 14776    82    49  7607
  3228  3489  4907 13270  2678  7343  4524 16427]"
21755,"[ 8637 10790  4856  4561    49 15535  4519 17609  7353  1796  4673  9607
 17287 15396 14780   478  8656  2384 16050  4789]"
21756,"[ 4177  9440 13188 13390  7145  9435 17371 14828 12269 10751  6971 16695
  2956  5461 10788  2591  3250  4247  2178  6382]"
21757,"[12998 17382 14783 16879 12370 15891  9799  5340 12828   478 13144 13365
 14484 12591  5699  9223 11245 13107  7965  8823]"
21758,"[ 6162  4527  1575  5187  8130 11206  3099  2275 13616 11280 11067  3704
  6303 16973 11229 16120  1315  7779  7856 10100]"
21759,"[ 3228  4437 10287 14585 16385   495 12489  7716  5204  4907 13270  9306
 16427 17298 11572  7582  7343  9691  3766  3272]"
21760,"[ 2720  5643  4232 17740 12295  9357  6382  8343  9300  9532 13304  5083
 14983 11590  5586  4481  7367 15982 10788   391]"
21761,"[14656  4561 15172  7367   693  4356    74  6206  8517  6431  2378 16539
  7934  3190  4673 13728 11143  2841  9125 10685]"
21762,"[13533  8435 13168  1742  2417 14834  8212  7016 11474  1459  9793 10080
  9748 16444 10091  6391 16179 13280 15349  1973]"
21763,"[11868  4247  9612  6162  7145 11354  9375  2956 11280 13814  6243 15517
   755 14761  5959  7951 11782  3254 14294 16438]"
21764,"[17715 11977 10675 14795 16762  7552  9403  5936 12299 10222 16755  5303
 15168 15883  2980 11859  7660   257  8794 15670]"
21765,"[ 4561 15467 13863 10791    49  2214 10350  7374 10334 16050  6512 17020
  9607 14456  4519  9854 11162 10799 17609  4437]"
21766,"[11914 12142 11810  9120  6084   344 10326 11950  8322 12069 15620  3240
 17645 11782  5461  3249 15443  3210  5845  3283]"
21767,"[ 7017  3121  8591  2973 16233 11948 16633  2123 13643 11648   586 11119
  9696 14538 14008  8078  6103  4744  3676  5855]"
21768,"[10326  5187  6303   407   858  5212  1835 13365  5946  3590  8140  4030
  2228 13956  3940  6344  8505  6084  6162 10438]"
21769,"[ 9716 13125 15924 10428 12593 12610   743  5212 15828   307  8944  6066
 11173  2222  5163  2275 11093  2119 13338 11140]"
21770,"[ 5665  6724 13356  5933 12777 11049 14585 13587  2322  2222  3530 13556
 13692 10483  7343  2936  5816 11093 13261  9306]"
21771,"[10525  4445  1752  1006  1716 12366  3715 10140 14228  3036 17204 10084
  3384 13707  7045  5301 15553  5003  2930 14946]"
21772,"[14930 13533  1742  3145  7375    15  5524   609   685 10561  2024 14672
 16708  2066  2076 13619 13040  8504 11018  7552]"
21773,"[ 3853  3859 12998 11406  7573 14783  5030 13144 17382 15891  9799  1340
  1934 17789  9646 10471 14449 16879 10763  4521]"
21774,"[16583 16503 17701  9659  4673 17613  8541  6374 14169  5768 16879 14901
 12498 17135 12089 10407 11823  2937 12321 12511]"
21775,"[ 2144  2504 14450 13956  2290  7784 10169 12416 12983 13321 17374 12291
  5187  3166  8020  5946 11435  2641 12517 13672]"
21776,"[ 6084  8738 12142  5907 12291 15312 11810 14902 12983  3041  1747 16550
 14450  3283  9635  8601  1906 15443 15752 12157]"
21777,"[  599  2956 14281 14828 10931 16426  5328 15172 15517 15892  4561  4373
  5094 17613  6538  3404  9125  4481  4992  9435]"
21778,"[13556 14545 12777 12478 11507  4171  1672  2119   233  7548 17402 11309
 12663  3530  6724  5665  2322  2936 12586  4075]"
21779,"[ 9513 14372  3774  4256  7399  9235  5596 15030  4131  9259  2897 13566
 13061 16550  5907 11698 15279 10155 11312 14223]"
21780,"[ 7145  9799 16879  7818  7670  8257  3240  8159  4561 12828 12998 11245
  4247 15235 10350   478 10471   855  1048 11010]"
21781,"[10438 11435   804 12269  4172 13371  2144  5187  9131  5725  6303 12983
  2501  7856  7808  2759   344 17012  7223 16111]"
21782,"[11950 12256 14318  1679  7674  6873  8601 11430 15748 17556  1853  2690
  6627   612 15443  8257 14651 10484  2961 10350]"
21783,"[  432  9118  8577  2275  3715  8563  2501 13649 11028  5725  3762  2481
 15593  4062  9400  1902  2340  2972  1042  9790]"
21784,"[11140  5204  5725  3766 17420  6162 13270  9211  5924  3240  9421   879
 11745 12998  3489  6842  8878 14319 12759 11315]"
21785,"[ 5083  6303 14794  9612  8030  9391 11277  8019 17094  6969 14761 17439
 11354  4678  7951  5377  1802  9372  2144 10634]"
21786,"[ 6162  2119 14585  2228 12759  3411 14294  3965 11868  7716 10326  3240
  3951  1802 16427 13365 14258 16438 12498 12269]"
21787,"[ 1006  5687  8013 16969  8196  6798 14451 12734   357   800 11503   175
  4606 14946 12429  4668  9059 17009   974  9807]"
21788,"[13728 14449  6124  9612  1210 15389  5094 11648 17258 10788 12865 17094
 11143 10819  9125  4678 16483 14839  2378  5083]"
21789,"[  167  7998  3411  4856  6227 16503   171  8717  4673 13274  7329  1232
 10334 15492  9607  2340 10633  3590  1796 14780]"
21790,"[ 4673 10633 17621 16318 12441  3590  4925 11823  3762 16503 11315  2299
  9659 10264 16879 12321  4789 15144  3909 13239]"
21791,"[ 7582 12998 15891  9799 14776 17382  3984  3766  3240 13270  8878 13551
  8480  3489  5340  9211 13107  3859  9225 16426]"
21792,"[15620  5187 11914   407  6084 13365 11010 11950 10633 14499  2190  6353
 15443 12142  5924 11931 16360 16196 12481 11810]"
21793,"[12269 16253  9435 10438 12089  2228    74  8030  6303 11823  4201  5562
  3762  3666 17701  9985  8541 16438  1522  4755]"
21794,"[17350 12184 11119 13168  4132  1238  2055 15319  7375  5286 16350 11688
  3113  6028  6306   986  6060 15028 11329   398]"
21795,"[ 8545  9562  5093  1654  5251 17518  5058  6781   277 17061   233    22
 13383 12975 14008  5277  8374 16253  2970 16969]"
21796,"[14752 15555  4657  2673  6439 12257  7868 14693 15099  6002 15539  9731
  7470  3347  4714 10587 12252 13087  7699  2419]"
21797,"[ 4437  5204 16427 16602  7200 13270  1912  4907  3984  7607  3766 17142
  8530 11658  3704  7716  9211  9306 16930 10334]"
21798,"[ 5003  3715   457  1042  3762  4817 11039  8577  2275  1232  1752  3908
 12221   436  2393  4062  3356 13635  5807  1556]"
21799,"[16969  5687  7643  6746 14451 14946  8013  7045  5966  5981 14008 15368
  5080  7081  8196 12734 13855 10228  3840   874]"
21800,"[ 9799  7998 10050  6431  8141 13274  9118  7915  9791  9629 10135 15792
 14666 16930 10763  4885  9499  9607 14456  3298]"
21801,"[ 5725 10733  7808   804 14058 11245 12269  7103 14407   879  5777 14449
   214  2144 12998  2340  4172  9211 17315  8381]"
21802,"[12432  9164  9457   217 13090  2750 15451 17693 14292 12918  8593 16126
  8502  5736 10998 16971  5541 10124 15807  5546]"
21803,"[ 2107  9033 14703  3449 11741  2032  5757   860  7737 15807 16818 13033
 16758  4646 13090  3637 11169  2502  8593  8502]"
21804,"[13144 17621  4561  4673 12089  7050 10685  8201  3590  9799 16879   167
 17382  1992   478  8878 16318  4789 15172 16426]"
21805,"[ 3283 11810 14902 11302 15312 16196 16550 16360  9120  1747 11914 13820
  8322 15620  8601 15443 14499  5938  5907 17786]"
21806,"[ 6286  5631  1210  5151 17094 12481  6303 10173 10212  9612 15620  5187
 16429   733  6898 10767 13616 13609  5845 16346]"
21807,"[10080 14834 16179 11294  4631  5214  3707 10819 17163 14267  7934 11590
  4481 12144  2445  7663  2195  4036  3810  4789]"
21808,"[ 4561  9607 16503  4673  2299 17621 13478 15492  9571  6016  2445  7998
  2786 17613   515   171   167  4789  5003 10114]"
21809,"[ 3762 14281 15663 14656  4673  7934 12089  4201  3250   693  2378  1190
  2299  6206  5094 11143  1597  8658  4561  5328]"
21810,"[14703  7737  5757  2107 11169  3008 16758 16818 14721  9919  4646 13434
 10684 17006   860 11144  7982  9191  2032  6301]"
21811,"[10222  7670   257  9799 17715 16879 17020  1742 10471  4561  7525 12828
 15172  4789  7660 11143 15887  2450 10931 14012]"
21812,"[ 3470  5003 12221 14498  8577  3768  4232 11732 11823  1042  1591  5725
  1934 13274  2393 13779  5392   879  8658  7509]"
21813,"[14499   612 11950  6873  6627 15748  2961 14318  1679 15443 14651  7674
  8257  1853 13130 15639 11430 10350  9196 17556]"
21814,"[16253  6562  9488  1819 10788 13728  6586  7367  4789  8908 14485 10084
  4817   383 17071  5926 16849  3190 16767 17764]"
21815,"[ 9748 11119  7375  6306 10066  9465  6060  2653  6943  4132 13533 17384
  2465 15213   609 11329 14754  6853  8907 15560]"
21816,"[ 5204  3228  7582  7200  3984 13270 14776  4437  7716  7607 10919 13872
    82  3766  4925   184  9211 10334 17642  8944]"
21817,"[ 5083  4678 14983 13304 14850 10741 14794 11138  4900 10572 17094  1997
 17290 10218 16691  6028 12761  9427 14761 11354]"
21818,"[15030 14372  9513   612 10350 11162 12828  7818 13863 11010  9235  9196
  5990  4256  2214  8257 11697 11741  5465   478]"
21819,"[ 2172  8869  1857 12975  4167  2086  4037 13571  8413  2654  3752   289
 11897   532 15453 10337  1063  5406  6870  7665]"
21820,"[ 5825 16427 10987  4094 14258 13261  4385  7199 13270 10633  9066  4437
 10733  8895  8563 13692  9211  3530  6724  5212]"
21821,"[ 7043  6413 15634  3188  8123 14182  7255 11203  8017  9164 13195  9742
  5060  3677 16173  8871  8427  7058 17037  4623]"
21822,"[11160 16101  5033  4218 16879  4481 17371  8159  8491  4177  4789 14449
  5303 13572  9435  9297  5638 13018  6898 14930]"
21823,"[14703  2107  4646  5757  2032  7982  7737  9033   860  3449  2502 16758
 11741  3301 13723 13033 13174 17755  8543 11169]"
21824,"[ 4789 14780  6227  1934  8895   167 10174  4561 10633  9421  2378  9357
  3762 17621  3590  1908  8162 14407 10264  5094]"
21825,"[ 5825 17392   136 13394  2190  3859  9043 14294  1329  6124  7874  5959
 12997  2682  3548  9224  8130  5377  9335  9092]"
21826,"[16385  7716  4907  3228  5204  6077   495  7607 14585  3766  4437  7343
 13270 10287 14258 15904 16427  7489  9306  3100]"
21827,"[11010  7818 17382 12511 11315   478  8257 12883  6873 10350 15492  4561
 11950 11931 15535 12828  3608 10407  2434 17613]"
21828,"[ 6873   612  1679 10350 11162  8257 11950 12256  9196  5395  2214  6627
  4003 15639  7818 13863  5990 16508 17556 10791]"
21829,"[11010 12511 11315 12370 14407   478  3631 17382  5187 14058  8648   804
  3853 14151 11435 10407 12998 14780  2937 10212]"
21830,"[ 2501  3166  8446 12416  7784 11093 15306  2144 14231   745 11173 10428
 14017  7745  1883  5212 13321  2936 13682 10542]"
21831,"[10842 11201  3870 12269   817  9375 17315 17374  6084  5643  4414  4172
  7145  2759  9357  6672 10733  8738 10756  2873]"
21832,"[ 8491  7066  3285  5303  8017  1222 10526  4440 16312  9742 17371  4481
 16482 10819  8181  2980  9164 11959 16639 16126]"
21833,"[10334  4907 16664 13872  4437  4856  3228  7295  5204  6077  7582  5596
 11193 17142 11996 14585  7343  4094  3766  7716]"
21834,"[10350  2214   478 14828   701 14484  3240 11950 12498  5395  7020  7818
 15535 11162  3285  8346 17556   612  2434  1318]"
21835,"[ 5643 12364 16818 10690  1521   858  5845  6646  1809 17645  3359   407
  1960 13365  1802  8738  7548  3751  5013 10326]"
21836,"[ 8491    66  6971  7934 12206  4908  2195 14834  5494 11375 11018  2066
 10922 17371  9532 11823 11225 11648 10066    15]"
21837,"[15274  9335   669  6213  5013  7665  3249 14954 15440   733  5083 12816
  3555  8062 15164  5415  5430  5643   391  5624]"
21838,"[ 7200 14776 15891  7582  8944 16602 12998 10334  4437  9799 13270  5812
 14795  9732  6077 16426  3766  7607 10799 16427]"
21839,"[ 3766  7200  7582    49  7607  4437 14776    82  3984  3287 13863  5204
  1267 11315   648 16602 10334   184  3608 13872]"
21840,"[ 7200  4437 10334  3228  3984 14776  4907 13270  7582  3766 13872 17420
  9306    82  7716  2678 16385 17142  7607    49]"
21841,"[ 6303 12370   804  9784 13672  4030  8648  7431 11435   855 13365   344
   355  5187  3240 13616 12731  2144  9985  5725]"
21842,"[ 4561  9125 15376 16539 14281 15172 17168  4247  2526  5047  9357  5328
 12539 10685 14656  9192 11293 17376 10819  7066]"
21843,"[17350 11119  7375  4132  6306 15119 10066   609  5214   709 13168 10020
 12336  2653   398 12394 11648 17734 11081  2465]"
21844,"[ 3411 11315  2786  4561  7020 14828 15492 15535 17613 14169 11010 16243
 14780  4673 13144 12883 10685 12498 12511 17621]"
21845,"[ 7244 12394 14496  9748 13168 11688  5260 10080  9488 11125 11119   398
 11648  3218 11329  9465  3639  3192  2653 16633]"
21846,"[ 9799 15087 14281 14456  8279 16879 12998 12089 14012  3240 17609  7145
 16079  9811   478 15396  4561 10685 11143 14449]"
21847,"[ 5058   233 12425  5093  5251 16253  1883  2501 14574  7856 10302 11719
  7017  7103 10411  4232  2275 13579 10922 11028]"
21848,"[17142  9306  6556  5204 12189  7716  7343 13270  4437 11140  6279   513
  3144 13261  4907  7199  7607 17067 14585 12777]"
21849,"[ 5003  2340  5677 11039  1042   457  9585  4557 16891  4856  5234  1333
  7353  4673  2393   167  5725  7998  9607 15413]"
21850,"[ 1315  8878 10633  3666  2937  1802  4789 11823 16738  3291  4842 10326
 14294  2228 15352 10987  8076 11140  4641  8633]"
21851,"[11474 10788  7934 16539 16101 11143 14449   823 15524 13257  1210  4481
  7950 11920 14656 11850 16879 17348  2653 11375]"
21852,"[11143 13260 15172  4561 12498 16879  1210 17613 14449  2956 11782   693
 15385  8159 12883  4789 17621 11823 10685  5094]"
21853,"[13365 12498  2434  3240 11010 12883   855 11315  8648 12998 15972 11782
  7818 16879 11931  9799 16801   478 12089  9421]"
21854,"[ 3227  4780 16767   277 14008  5093 11719 11544  6267  5069 16969  5785
  3885  9963  6424   108 11888 15593 15393 11127]"
21855,"[  391 14012 14828 17613 12498 13127 10751  5959  2178  5825  6124  8648
  7827  9914  3411 14281  6031  5156  3951  1819]"
21856,"[14794  5377 10212  8215  9784  2144  9391  9134  1521  6303 11229  4385
  2807   451 17439  4177 13522  9225 16743  1575]"
21857,"[   22  4167  2172  8869 16807  1654 17572  2280 12975  1895 10111 16341
 15324   683 10918  1857  9210  8413  8020 15453]"
21858,"[ 5061 14008  1752  3498  2619  4328   457  9585  3131 11544 13855  6624
 15218  3264  2677 14978  5234 13935 11039  5668]"
21859,"[10633   828 11010  3590  3762  3631  3411  3704 16801  2190  9664  6842
  2340  4460  2937  8895  9211  2238 14780   879]"
21860,"[ 3411 16427  7343  4437 11245  3240    49 17382  3369 10114 13551 11704
 11315 14776  3489  5204 12256  9799  7607 11745]"
21861,"[ 8257 10350 12256  7818  1679 11010  6873 11950   612 11162 17556  4003
  9196 11315  3285 14318 11914  2690  5990  6084]"
21862,"[16108   219  4385  6969 16225  5774 16540  7296 11160  9629 10763  5377
  6181 14456 11046 13238  3698  9696  1958  9448]"
21863,"[14828  9421 15144 11782 12498  4561  2178  2956   599  7020 10685  1190
  1318 11704  9612  2378  4481  6861 13239 15172]"
21864,"[15413  8717  8563  9118  1232  2481  4861 15058 13274   167   146  7998
 14907  3590  3656 15488  3701  9559  7915 15065]"
21865,"[ 4171   415 14545 11309 17688  9085  9716   188  4075  4343 13074 17607
 13356 12663 10428 13438 12147  3530 14857  2196]"
21866,"[ 9799 13144 15172  3853  4561  9629  7573 10222  6237   257 14776  9646
  3540 12945  5812 16602  1048  1604 16002 10334]"
21867,"[ 5725  4062  9118  8076  2972  8381  5825  7808  8717  1930   751  6113
  2481  1457  8400  4992  8563 16253 12980   146]"
21868,"[11143  4254 16665  5003 11823  6586  5252   693  1043 16610  9791 14449
  4561  3190   843 16253 16503  4789 12507 12089]"
21869,"[14978  2619    60 11039  3131 14968 11036 16345 13855 11077 11236  4043
 12366  3715 13935  5234  3908  8790 16748  9585]"
21870,"[ 3291  2119  6556  8238  5212  3272  4925  7084 16385 11093 14585 14294
  5340  7716  6162  8944  4477 16725  9211  3240]"
21871,"[13539  8869  6439  4285  7932  4037  9562 16237  1857  7548  7825 15577
  5643  9808  6066  3025 15619  1568  3532 17645]"
21872,"[11093  1912 11309 15590  1738 10428 13438 11173  1137  8530 12777 14545
 17314  6556  5958 16498   513 13356 13270  3766]"
21873,"[ 5816 15492 13810  4907 12511 14787 11315  2580   478  9659  3489 17298
  3774 12269  2786  7329 12759   171  5404 16427]"
21874,"[ 8257 10350    49  4519   612 13872  9440  3984 10114 11315  4673  7818
   478  9196 13863  7607 15492 17420 17609 11162]"
21875,"[16426 14281  7934  6206  2445  5003  4561 14656  6971  4481  7353  4856
 10080 17789 12144  1648 17621 14321  8201  4789]"
21876,"[ 5187  6303  8130 10633  2275  5845 11251  9447  4460 10987  8895  9635
  3631 13394   858   300 10326  1835  3666 16656]"
21877,"[10616 11977  7660  9612 14828 17715 15883  8159  8531 12498  5699 11143
  9669 17762  3523 14151  2336 10933 13107 14795]"
21878,"[ 5083 12997  1521 12295  5643 12752  4442 13304  2720  8130 14789 11601
  4652  6637  4678  2710 11067 11296 11648 12364]"
21879,"[ 7200  3984  4437 17142    82 13270  5204 16427  7582  3766  3228 10334
 12374  4907  9306 14776  8530  3100  7607  7716]"
21880,"[ 5214 15213 11648  6103 12144 11119 10788 15982  9748  1989  8755  8764
 17485 10066 11948  4218  5912  7934  9375  2720]"
21881,"[ 4561 16879 14449 16539 14656 13260 11143 10733 10685 12880 17609 12089
  5033 15883  4356  9811  4755 17621 10788 17613]"
21882,"[ 7670  5557  8279  3774   257  9799  9811  3298 10662  3258 12828  7041
  2885  5255 12227 10334  5812  1715 14814 16602]"
21883,"[11160 11277  4218 16429 16101   997  4755  6971    15  7592 16108  1210
  3884  2805  2956  9134 15178  3707 11042 13395]"
21884,"[ 6556  4907 11193  4094 12489  8563   167  4437 16937  8944 17067  2580
  6077  7607  9306 11140  7343 13810 10733 11767]"
21885,"[14828  1210 12883  9440   344  3951 12498 17613 12269  6303  9017  2228
 12089  4030 16426  3369  3250   238  2956 12759]"
21886,"[ 5725 13572 15757  4385 17044 14637 14212 15239 13539  4842 16849  6969
  1445  2501  5643  6586 16229  3943  3623  9595]"
21887,"[ 7716   495 16385  4907  3228  7582 10334  7607  5204  4477  4437    82
   865  3766  3984 13872 14776 13151 13270 17642]"
